Title,Text,Author,Source,Label
White House Holiday Decorations Through History https://t.co/0gTxlVQ7i9,,The Onion,Twitter,Satirical
Woman Takes Short Half-Hour Break From Being Feminist To Enjoy TV Show https://t.co/rD0ztZCX43 https://t.co/8yzQd6FI2E,,The Onion,Twitter,Satirical
Kavanaugh Scores Keg For Christine Blasey Ford Testimony https://t.co/hHslZRXoQY https://t.co/7Cdu3dSwvR,,The Onion,Twitter,Satirical
"""I do the crossword every morning, I have a glass of scotch with dinner every night, and in 1937, an enchantress da… https://t.co/czzLWrBy37",,The Onion,Twitter,Satirical
Relationship Experts Say Healthy Couples Should Be Renewing Their Vows 3 Times A Week https://t.co/JduPPk1F7w https://t.co/tuX61VP3Dn,,The Onion,Twitter,Satirical
Presidential Limo Guns It Around Corner In Attempt To Toss Robert Mueller From Roof https://t.co/hNxgYf43D1 https://t.co/qBRw6WJ37b,,The Onion,Twitter,Satirical
Reddi-Wip Casually Announces Their Nozzles Can Easily Fit Into Most Orifices https://t.co/2tLVFTf0YH https://t.co/n5EJL0CNET,,The Onion,Twitter,Satirical
Visit https://t.co/csf5QUbhed to see more from the standard bearer of global journalism. https://t.co/dRfDiObfhR,,The Onion,Twitter,Satirical
Rafael Nadal Reminds Self It Called ‘Football’ Over There https://t.co/CeHA6kWdAS https://t.co/FX3tRlXzTF,,The Onion,Twitter,Satirical
Impressive New Hire Figures Out Bare Minimum Of Work Job Requires On First Day https://t.co/4Bx9liHUIN https://t.co/8lhxCK2l60,,The Onion,Twitter,Satirical
Experts Recommend Just Putting Up With Everyone Else https://t.co/4EjEVsJdo3 https://t.co/7crEXyRHx9,,The Onion,Twitter,Satirical
Elizabeth Warren Disappointed After DNA Test Shows Zero Trace Of Presidential Material https://t.co/YrpY1AYgqF https://t.co/u5OgHIKVYg,,The Onion,Twitter,Satirical
"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures https://t.co/ggTRlqtjSZ https://t.co/qe6QqgIVKA",,The Onion,Twitter,Satirical
Businessman Does His Work Lying On Bed Like Schoolgirl https://t.co/nFrAIWGuKs https://t.co/lwi8QeVMcO,,The Onion,Twitter,Satirical
"""Next time you eat the 16-piece Bonafide Family Meal, remember that Popeyes wants serial rapists to have weekend pa… https://t.co/bPGErgTq6D",,The Onion,Twitter,Satirical
‘If This Report Is True’ To Be Repeated 5.7 Billion Times Today https://t.co/WfsUjM6jts https://t.co/vyxBZhglv4,,The Onion,Twitter,Satirical
RT @ClickHole: What The Hell: This Kid Didn’t Dry Off From The Pool Before Sticking His Hand Into The Doritos Bag And Now Everyone Else Has…,,The Onion,Twitter,Satirical
RT @ClickHole: The Backlash Continues: Colin Kaepernick Is Joining The Nike Boycott After Learning It Doesn’t Make Top Hats https://t.co/s3…,,The Onion,Twitter,Satirical
Horrified Nurses Discover 40-Pound Baby After Accidentally Leaving It In Incubator Over Weekend… https://t.co/mPi9eGDyiz,,The Onion,Twitter,Satirical
World’s Leading Scientists Nervously Stand Next To Poster-Board Displays As Nobel Committee Walks Through Gymnasium… https://t.co/sv5MmGU4Rb,,The Onion,Twitter,Satirical
"""President Trump has been a model of professionalism ever since the accident—he’s attentive and inquisitive during… https://t.co/u8NoxAfu5K",,The Onion,Twitter,Satirical
Death Row Inmate Dies Of Natural Causes 3 Days Into Execution https://t.co/o5HShg37Tm https://t.co/olYuPwIipa,,The Onion,Twitter,Satirical
Rock &amp; Roll Hall Of Fame Rescinds Nomination After Discovering The Cure Was Voted In As Cruel Prank By Popular Kids… https://t.co/xwcFjTteme,,The Onion,Twitter,Satirical
Town Fails To Rally Around Adult Trapped In Well https://t.co/IeZiS0zIO9 https://t.co/dBPDdJm68d,,The Onion,Twitter,Satirical
RT @ClickHole: Intelligence Setback: The CIA Is In Crisis Mode After ISIS Made Its Instagram Private https://t.co/QVVLJIKL1L https://t.co/d…,,The Onion,Twitter,Satirical
Man Nervous About Telling Date He Has Her Kids https://t.co/v8A4HxSMH3 https://t.co/d8R8AvEC2b,,The Onion,Twitter,Satirical
Kanye West Announces His New Name Is Tim https://t.co/NSAC8wbIiU https://t.co/GyeOAuY5Dx,,The Onion,Twitter,Satirical
Study: 83% Of Marathon Spectators Only Attend For Sick Thrill Of Watching Fellow Man Suffer https://t.co/63QHtMwuCl https://t.co/iA5Sw9kYQ6,,The Onion,Twitter,Satirical
Hero Firefighter Loses Lifelong Battle With Fire https://t.co/8k1NkrWrZS https://t.co/3usm4opOWa,,The Onion,Twitter,Satirical
Jared Kushner Likely Avoided Income Tax For Years https://t.co/2zJe0wQBf3 #WhatDoYouThink? https://t.co/iB7Z19zcE1,,The Onion,Twitter,Satirical
National News Highlights https://t.co/Sqd7G4UTQF,,The Onion,Twitter,Satirical
"RT @ClickHole: Father Of The Year: His Daughter Loves Frozen, So For Her Birthday This Awesome Dad Cursed The Land With Eternal Winter http…",,The Onion,Twitter,Satirical
Report Finds More Americans Putting Off Children Until Companies Are Ready https://t.co/zQXyBGGJdd https://t.co/CPSI54LBJZ,,The Onion,Twitter,Satirical
Researchers Observe Chimpanzees Using Pro Tools https://t.co/T2LWBhh8ZQ https://t.co/zVtL65zUmb,,The Onion,Twitter,Satirical
"Local man Richard Minhas ushered his guest around the 750-square-foot space, stopping by the placards, which includ… https://t.co/IYfQtSs6a1",,The Onion,Twitter,Satirical
"Gifted, Passionate Student Really Stretching Limits Of School’s Resources https://t.co/UVEWttjIRy https://t.co/sVkjlz2nX9",,The Onion,Twitter,Satirical
Manafort Reaches Plea Deal With Special Counsel https://t.co/s19xTcHfIa #WhatDoYouThink? https://t.co/fObbxPVTv2,,The Onion,Twitter,Satirical
Is Cindy Gruden Worth More Than The 7th-Round Pick Jon Gruden Traded Her For? https://t.co/NNdX20Mn6k,,The Onion,Twitter,Satirical
"""Man, I was into some really weird religious mumbo-jumbo back then."" https://t.co/hei3MXZ27R",,The Onion,Twitter,Satirical
"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens https://t.co/tmeHQZTflI https://t.co/yMayE9fq3d",,The Onion,Twitter,Satirical
High School Drama Teacher Already Has Pretty Good Idea Who He'll Pick For Fall Girlfriend https://t.co/RpSNjZ1tHq… https://t.co/mBeaWyWHVx,,The Onion,Twitter,Satirical
Disgusting Coworker Barely Even Washed Ass Before Leaving Bathroom https://t.co/ZjRtaH2NFu https://t.co/EmoT7MWhRH,,The Onion,Twitter,Satirical
Arctic Scientists Discover Perfectly Preserved Al Gore Frozen In Glacier https://t.co/H8s9FBN2Sf https://t.co/tRoEwyWzYh,,The Onion,Twitter,Satirical
RT @TheOnion: Embarrassed Alexandria Ocasio-Cortez Can Only Afford American Flag Pin With 19 Stars https://t.co/VhYuGJmVkY https://t.co/n3F…,,The Onion,Twitter,Satirical
Dirty Slush Machine Provides Children In Florida Taste Of Winter https://t.co/s0VXEMnYIi https://t.co/EVxN8xps3A,,The Onion,Twitter,Satirical
Crusted Ring Around NyQuil Bottle Top Coming Along Nicely https://t.co/UFi6lTWOdk https://t.co/k9n3KNoWVg,,The Onion,Twitter,Satirical
Nation’s Financial Advisors Recommend Capturing Magical Creature That Grants Wishes https://t.co/AFj3H1JbmR https://t.co/axvr1juVIH,,The Onion,Twitter,Satirical
Everyone At Consumer Electronics Show Forced To Share Single Surge Protector https://t.co/2IYYMoATN6 https://t.co/n8PK28DUiB,,The Onion,Twitter,Satirical
Interminable Nightmare Of Buying Wrong Toilet Paper In Bulk Nearly Over https://t.co/RCqSTD0rf1 #OurAnnualYear2018 https://t.co/ObqrnKNZR4,,The Onion,Twitter,Satirical
White Supremacist Living Fulfilling Racist Life Since Getting Kicked Offline https://t.co/mmHwGLiDgH https://t.co/Z3hG1Rs3K0,,The Onion,Twitter,Satirical
"""We’re poised on the cusp of a major IPO, so the last thing we need is our remarkably troubled name on people’s lip… https://t.co/8hsagX11Wc",,The Onion,Twitter,Satirical
Nation’s Aunts Announce Their 2018 Thanksgiving Boyfriend Roster https://t.co/Vm1jOkmUay https://t.co/fphdMP7wTs,,The Onion,Twitter,Satirical
"Expert On International Jewish Conspiracy Has Never Been More Than 40 Miles Outside Council Bluffs, Iowa… https://t.co/xOP8Ka89K1",,The Onion,Twitter,Satirical
God Excited He Only Two Mortgage Payments Away From Owning Heaven https://t.co/AMnxeANfWn https://t.co/SgJVGtgRMO,,The Onion,Twitter,Satirical
Grasshopper Dismembered By Future Supreme Court Justice https://t.co/vhkYYte5VJ https://t.co/748gfzMavH,,The Onion,Twitter,Satirical
Sad 38-Year-Old Googles 'Jobs Caring For Baby Animals' https://t.co/mX66htvTyQ https://t.co/km4HjjvV4s,,The Onion,Twitter,Satirical
Deloitte Hires Accountant After Noticing Popular Tweets Of Audit Calculations https://t.co/d7PmutWDxi https://t.co/DMJauMAuQ5,,The Onion,Twitter,Satirical
Melania’s Heart Sinks After Realizing Husband Uses Pet Name ‘Horseface’ For Every Woman He Fucks… https://t.co/UrcxQbChxS,,The Onion,Twitter,Satirical
"To see more unmatched reporting, visit https://t.co/csf5QUbhed. https://t.co/KnFUSNcm1G",,The Onion,Twitter,Satirical
"Melania Wishes Just Once She Could Look In Mirror Without Own Reflection Turning Away, Gust Of Wind Blowing Through… https://t.co/vxpzu7Z8oL",,The Onion,Twitter,Satirical
Couple At Point Where They're Comfortable Using Toilet At Same Time https://t.co/qAcQ6VKnEv https://t.co/qoKzCwlXrk,,The Onion,Twitter,Satirical
Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest… https://t.co/jt4zDsCSi6,,The Onion,Twitter,Satirical
Chicago Considers Universal Income To Tackle Poverty https://t.co/qZppQNCjvr #WhatDoYouThink? https://t.co/yJvQLZ5RaA,,The Onion,Twitter,Satirical
RT @ClickHole: Need a gift for your baby to celebrate his or her big promotion at work? How about a ClickHole onesie? https://t.co/Eph315jx…,,The Onion,Twitter,Satirical
"Pope Promises More Open, Transparent Molestation In Future https://t.co/zsoCiIl6FD https://t.co/gYvKuX2pEv",,The Onion,Twitter,Satirical
Fucking Idiot Has Perfect GIF For That https://t.co/sGWRBrfiyE https://t.co/u36YsWfHz4,,The Onion,Twitter,Satirical
Tips For Working From Home https://t.co/CbiVCXHuYm,,The Onion,Twitter,Satirical
"New Report Finds Adult Film Star May Have Paid Over $130,000 To Cover Up Sexual Encounter With Trump… https://t.co/QDZu7kSAkz",,The Onion,Twitter,Satirical
Study Finds 44% Of Young People Deleted Facecbook App From Phone In Last Year https://t.co/xSi2p3dxFM… https://t.co/el35XPrBym,,The Onion,Twitter,Satirical
"‘En Passant,’ Whispers Mueller As He Knocks Another Pawn Off Chessboard In Shadowy, Dimly Lit Office… https://t.co/OBRHgQeHQl",,The Onion,Twitter,Satirical
"""I was looking at the internet and thought of you when I saw these on the Amazon’s website. Don’t they look comfy?"" https://t.co/h4WEw549AC",,The Onion,Twitter,Satirical
Tumblr To Ban All Adult Content https://t.co/tv7p4DBPvc #WhatDoYouThink? https://t.co/Rif6INNbt5,,The Onion,Twitter,Satirical
U.S. Public Health Service Estimates They’ll Have Tuskegee Experiment Wrapped Up By 2020 https://t.co/7E5tcSFvIF https://t.co/jyqmXyL8Z5,,The Onion,Twitter,Satirical
Man Has Absolutely No Clue How Old Anyone He Knows Is https://t.co/MfEih6jwF1 https://t.co/ayJrNOdO6Z,,The Onion,Twitter,Satirical
"Teen With Cancer Vows It Won't Keep Her From Being Mean, Moody Little Shit https://t.co/UZIYR0ZHr9 https://t.co/uhuSWuZ4QC",,The Onion,Twitter,Satirical
Frat Brothers Draw All Over Pledge Who Passed Away At Party https://t.co/p9HMMWdv6a #OurAnnualYear2018 https://t.co/mJFaeCCTcR,,The Onion,Twitter,Satirical
3-Day Waiting Period Leads To Far More Feasible Murder Plot https://t.co/o7RTWA6cLM https://t.co/CyiCSPrRs8,,The Onion,Twitter,Satirical
RT @ClickHole: Attention Pastors! Share This Video With Your Congregation To Let Them Know You Fucked Up And None Of Them Are Going To Heav…,,The Onion,Twitter,Satirical
Senate Confirms Brett Kavanaugh To Supreme Court https://t.co/s72oA27kix #WhatDoYouThink? https://t.co/9FZHNGf6EM,,The Onion,Twitter,Satirical
National News Highlights https://t.co/flyCqZdg9x,,The Onion,Twitter,Satirical
Did You Know? https://t.co/vgFyjRZdJV,,The Onion,Twitter,Satirical
"""We probably should’ve realized what we were doing when we called on residents to immediately leave their homes wit… https://t.co/hmCRb7TLvJ",,The Onion,Twitter,Satirical
"ET, Access Hollywood, TMZ Choppers Hovering Above Scene Of Gruesome Red Carpet Dress https://t.co/CqeP8LoRQG https://t.co/3wquwBIcir",,The Onion,Twitter,Satirical
City Adds Some Big Concrete Stairs https://t.co/mB10laSCtH https://t.co/ICI1VfQY0g,,The Onion,Twitter,Satirical
Tips For Safe Prescription Drug Usage https://t.co/S6kxZyUGlp,,The Onion,Twitter,Satirical
CBS Reveals 'Big Bang Theory' Season 12 Will Explore Why Sheldon Keeps Job After Sexually Harassing 6 Research Assi… https://t.co/p2DE3F5N2C,,The Onion,Twitter,Satirical
"Teammate Actually Trying To Do Homework During 30-Minute Period Between School, Practice https://t.co/UYDO4zA1gY https://t.co/u54PGpvJqh",,The Onion,Twitter,Satirical
"Report: More Women Choosing To Freeze Their Eggs Until Age When Sudden, Unexplained Mass Infertility Places Society… https://t.co/gLGr3X5JDx",,The Onion,Twitter,Satirical
Girlfriend Really Has Mind Of Its Own Today https://t.co/Wv27Gkuoer https://t.co/fcrSas1jAc,,The Onion,Twitter,Satirical
RT @TheOnion: Local Clan Attempts To Intimidate Rivals With Aggressive Display Of Fertility https://t.co/nFY8zTLnv6 https://t.co/MqZaNNgoUZ,,The Onion,Twitter,Satirical
Entirety Of Browns Dawg Pound Euthanized Following Rabies Outbreak https://t.co/GT8kK1DaZV https://t.co/ipi3tShwPb,,The Onion,Twitter,Satirical
Inmates Scrambling To Replace Whitey Bulger In Prison Production Of ‘Guys And Dolls’ https://t.co/PvpCapGhOf https://t.co/SHGnaTQHMc,,The Onion,Twitter,Satirical
Applebee’s Steak Sent Back For Not Being Properly Slathered https://t.co/tOvBq0fPpw https://t.co/MaSdAHKt7P,,The Onion,Twitter,Satirical
"RT @ClickHole: Making His Own Way: This College Student Refuses To Let His Parents Pay For Anything Outside Of Tuition, Rent, And Food http…",,The Onion,Twitter,Satirical
Does Jimmy Garoppolo Have What It Takes To Start His Own Sham Fitness And Diet Program? https://t.co/Nz9JxOh2Zj,,The Onion,Twitter,Satirical
Most Notorious Criminals In U.S. History https://t.co/LdK8V2bJPL https://t.co/lCMoEisQCn,,The Onion,Twitter,Satirical
Kotex Tampons Recalled After Reports Of Pieces Left In Bodies https://t.co/r3zEvbMInY #WhatDoYouThink? https://t.co/b7k6ykmLPn,,The Onion,Twitter,Satirical
Disney Finds Dozens Of Unauthorized Characters Appearing Illegally Inside Theme Park https://t.co/0rTHGj5cOJ https://t.co/B3DKY3vIIu,,The Onion,Twitter,Satirical
New Teen Trend ‘Walking Wet And Nude’ Couldn’t Have Caught On At Worse Time https://t.co/x3LfCdwdgb https://t.co/ks8cS1r6VR,,The Onion,Twitter,Satirical
"""Most real-world wooden crates are sturdy enough to withstand the rigors of transcontinental shipping, and it takes… https://t.co/A5GALg99fW",,The Onion,Twitter,Satirical
Let’s Avoid The Brett Favre Comparisons Until Patrick Mahomes Can Consistently Send Dick Pics To Reporters https://t.co/iG98O1sd66,,The Onion,Twitter,Satirical
RT @ClickHole: End Of An Era: The 6th-Grader Who Wore The Same Green Day Shirt From Kohl’s For The First 18 Days Of School Is Finally Weari…,,The Onion,Twitter,Satirical
"""Oh my God, Mary—I got Mary!"" https://t.co/RKywSxYrBI",,The Onion,Twitter,Satirical
Cockroaches Feeling Very Optimistic About Future Of Planet https://t.co/pspQMHmI0L https://t.co/u8Y6LE31op,,The Onion,Twitter,Satirical
Report: Mom Has Plan For Tub Of Whipped Cream In Fridge https://t.co/XYBpbuqPiW https://t.co/jvQldUtXCU,,The Onion,Twitter,Satirical
RT @ClickHole: Miracle Worker: Justin Came Through With The Xannies Yet Again Like The God He Is https://t.co/D2fl91h4FY https://t.co/EpF17…,,The Onion,Twitter,Satirical
RT @ClickHole: Heartbreaking: The Thing You Want Is All The Way Over There https://t.co/5ug20vdvvN https://t.co/qxbyy2cnlz,,The Onion,Twitter,Satirical
Visit https://t.co/csf5QUbhed to see more from the standard bearer of global journalism. https://t.co/MwYg86J5tA,,The Onion,Twitter,Satirical
Fox News Debuts Premium Channel For 24-Hour Coverage Of Alexandria Ocasio-Cortez https://t.co/2ET3x5Ibhl https://t.co/uYQUeCQfYp,,The Onion,Twitter,Satirical
Man Pissed After Becoming Trapped In Macy’s Day Parade While Out Walking Giant Pikachu Balloon… https://t.co/iU5zeg31K8,,The Onion,Twitter,Satirical
GOP Strips Steve King Of Post On Powerful House Segregation Committee https://t.co/DixS6XLNVt https://t.co/Ft0AFXlNuz,,The Onion,Twitter,Satirical
Evolution Definitively Proven As Scientists Capture First-Ever Footage Of Chimpanzee Transforming Into Human… https://t.co/XX03TyL3Db,,The Onion,Twitter,Satirical
Nation Refuses To Read Headline Beyond Words '4-Year-Old Girl Forced To' https://t.co/SxKKKVeI5j https://t.co/bHgEC9bfF0,,The Onion,Twitter,Satirical
From The Archives: Fully Validated Kanye West Retires To Quiet Farm In Iowa https://t.co/G5CRNHwOU9 https://t.co/Gx06ZzNk81,,The Onion,Twitter,Satirical
National News Highlights https://t.co/U0eK3Qmu3n,,The Onion,Twitter,Satirical
This Weekend's Onion Magazine: https://t.co/p2qBnsFs4r https://t.co/cn6g2lnbaK,,The Onion,Twitter,Satirical
"This Week's Editorial Cartoon: ""O, Holy Fight"" https://t.co/XEGLrRG0O3 https://t.co/ftT8jCygXd",,The Onion,Twitter,Satirical
Struggling Museum Now Allowing Patrons To Touch Paintings https://t.co/pZWTESbFJ7 https://t.co/Ku5QX4dAxT,,The Onion,Twitter,Satirical
RT @TheOnion: Scott Walker Changes Locks On Wisconsin Governor’s Office https://t.co/OzKYWnUyu7 https://t.co/qcteRZA1RJ,,The Onion,Twitter,Satirical
"This Week's Editorial Cartoon: ""Heavenly Body"" https://t.co/sW88VNvo7q https://t.co/BXjmj2vGqi",,The Onion,Twitter,Satirical
RT @TheOnion: ‘If This Report Is True’ To Be Repeated 5.7 Billion Times Today https://t.co/WfsUjM6jts https://t.co/vyxBZhglv4,,The Onion,Twitter,Satirical
"Blockchain technology forms the foundation for cryptocurrencies such as Bitcoin, Dogecoin, and Ethereum, but it can… https://t.co/getpzNRrmV",,The Onion,Twitter,Satirical
National News Highlights https://t.co/5IzZfQatye,,The Onion,Twitter,Satirical
Study Finds Those With Deceased Family Members At High Risk Of Dying Themselves https://t.co/QnFjUk3mAA https://t.co/nP6pgQP0NC,,The Onion,Twitter,Satirical
"This Week's Editorial Cartoon: ""Casting Bawl"" https://t.co/fajYaPdalY https://t.co/m0nrVAW2Vf",,The Onion,Twitter,Satirical
New Bill Would Limit Abortion To Cases Where Procedure Necessary To Save Promising Political Career… https://t.co/AuSdXRXQJQ,,The Onion,Twitter,Satirical
Man Wishes There Were Some Kind Of Pre-Midterm Race Where Voters Could Select Better Candidates… https://t.co/n25lhG3Oks,,The Onion,Twitter,Satirical
