Title,Text,Author,Source,Label
GOP Leaders Demand Congressman Duncan Hunter’s Resignation After Discovering He Poor https://t.co/tkoct6vdmC https://t.co/dcN1T6tjaO,,The Onion,Twitter,Satirical
Study Finds Dogs Twitching In Sleep Are Dreaming About Tearing Owners Limb From Limb https://t.co/xe4zF4Yrl6 https://t.co/k34t1jFMrp,,The Onion,Twitter,Satirical
RT @ClickHole: Every Father Looks Forward To The Day He Can Grind With His Second Wife To ‘Love Shack’ At His Daughter’s Wedding https://t.…,,The Onion,Twitter,Satirical
University Suspends All Lightweights From Campus Following Fraternity Hazing Death https://t.co/KCCAZEoVWI https://t.co/Yf2l5hXui8,,The Onion,Twitter,Satirical
Saudi Arabia Sends Assassins To Dismember Entire International Community In Effort To Stifle Dissent… https://t.co/qsIp4GKVRC,,The Onion,Twitter,Satirical
Clinton Laughs Off Idea She Politically Savvy Enough To Launch Revenge Campaign On Kavanaugh https://t.co/t46nuw3zKf https://t.co/mDlkFujV1n,,The Onion,Twitter,Satirical
"Sessions: ""I Am Proud To Have Served White America"" https://t.co/3sLOzQ9su6 #OurAnnualYear2018 https://t.co/1fmLvHa8nN",,The Onion,Twitter,Satirical
National News Highlights https://t.co/NDK7mb6YUd,,The Onion,Twitter,Satirical
Eiffel Tower Finally Completed https://t.co/zEOweV4dKl https://t.co/hS2GzFP3Fh,,The Onion,Twitter,Satirical
College Roommates Surprised To Find Dorm Room Has One King-Size Bed https://t.co/SyXuV6DNW3 https://t.co/9P5jMs6PsG,,The Onion,Twitter,Satirical
Nabisco Snack Physicists Develop Highly Unstable Quadriscuits https://t.co/mo9FXxmWNQ https://t.co/smvDoL8Kb9,,The Onion,Twitter,Satirical
White House Ficus To Leave For Virginia Arboretum After Declining Trump’s Offer To Be Chief Of Staff… https://t.co/sD5aNcJ689,,The Onion,Twitter,Satirical
Steve King Vehemently Denies Comparing Immigrants To People https://t.co/nMqTF5YNIR https://t.co/1ALvCSncqx,,The Onion,Twitter,Satirical
Grandma Hangs On To Spend One Last Christmas With Nursing Home Staff https://t.co/EEXLFRjk3u https://t.co/ehs0gWbWuB,,The Onion,Twitter,Satirical
Nation’s Huggers Announce Plans For You To Get Over Here https://t.co/8JAXAEqm1w https://t.co/f9p0lmltcn,,The Onion,Twitter,Satirical
"""Why, all poor Santa’s asking for is a measly hundred billion smackers. ’Tis the season for giving, is it not?”… https://t.co/CYSpnSHPse",,The Onion,Twitter,Satirical
More Than 43 Million Travel Home For Thanksgiving https://t.co/sQoSML64Uw #WhatDoYouThink? https://t.co/FnGUXqMhf9,,The Onion,Twitter,Satirical
‘Toy Story 4’ Teaser Released https://t.co/v7aS9JGRmN #WhatDoYouThink? https://t.co/YSW8DhyX1z,,The Onion,Twitter,Satirical
Study Finds Girls Go Through Manga Phase Earlier Than Boys https://t.co/HadjSOMD1e https://t.co/HYYyfLshOu,,The Onion,Twitter,Satirical
‘Squi’ Rockets To Most Popular Baby Name Of 2018 https://t.co/zqaUZtmYKv https://t.co/lbBjtLumFO,,The Onion,Twitter,Satirical
Afghanistan War Veteran Solemnly Recalls Seeing Entire Platoon Killed By Undiagnosed PTSD https://t.co/9gtHSNf0FM https://t.co/LPHqJOCy0V,,The Onion,Twitter,Satirical
RT @ClickHole: Rules Are Rules: Jeff Bezos Was Just Fired From Amazon For Getting A Tattoo https://t.co/EawjgIJZgM https://t.co/UV7Cp0SCHU,,The Onion,Twitter,Satirical
College Professor Reminds Students It Will Take A Few Classes To Memorize Everyone’s Triggers… https://t.co/fkXCucJJTj,,The Onion,Twitter,Satirical
HR Director Doesn’t Know What It Is About Her That Makes People Want To Unload All Their Problems… https://t.co/2PYwhR7PNX,,The Onion,Twitter,Satirical
‘Paw Patrol’ Writers Defend Episode Where German Shepherd Cop Shoots Unarmed Black Lab 17 Times In Back… https://t.co/5dq8xxxzUX,,The Onion,Twitter,Satirical
Report: More Travelers Avoiding Long Lines At Airport Thanks To Cinnabon PreCheck Memberships… https://t.co/wlMDwzNQPZ,,The Onion,Twitter,Satirical
Taylor Swift Breaks Silence On Politics To Support Democrats https://t.co/8sSxjbSW8A #WhatDoYouThink? https://t.co/kh0navaSk6,,The Onion,Twitter,Satirical
"Jesus Announces Plans To Return Once The Dow Clears 27,000 https://t.co/ZjmCf10z12 https://t.co/LoB84DeApL",,The Onion,Twitter,Satirical
RT @ClickHole: Yikes: This Documentary About A Feral Child Is 20 Minutes From The End And Things Do Not Seem To Be On The Upswing For The F…,,The Onion,Twitter,Satirical
Mohawked Rex Tillerson Warns U.S. Democracy Threatened By Plutocratic Fascist Pigs Fucking Over The Working Man… https://t.co/kwdqoYgELV,,The Onion,Twitter,Satirical
‘New York Times’ Publishes Bombshell Anonymous Opinion Article From White House Insider https://t.co/oHc4z5rVXL… https://t.co/vsTJW7R7C2,,The Onion,Twitter,Satirical
Winter Storm Threatens Homeless Man’s Plans To Survive Over Thanksgiving https://t.co/LjdVmC41jE https://t.co/npczwEWEpb,,The Onion,Twitter,Satirical
Senate Confirms Brett Kavanaugh To Supreme Court https://t.co/s72oA27kix #WhatDoYouThink? https://t.co/9FZHNGf6EM,,The Onion,Twitter,Satirical
Nation Unable To Discern Why Unattractive Woman On Screen https://t.co/JqhoahPQf2 https://t.co/LCG5QsQGVU,,The Onion,Twitter,Satirical
Kids Getting A Little Old To Still Believe In Innate Charitable Goodness Of Humans https://t.co/pDkXbEIZsN https://t.co/IOEFeDukpQ,,The Onion,Twitter,Satirical
Political Scientists Reassure Americans That Stripping Minorities Of Citizenship Usually Where Descent Into Fascism… https://t.co/KUXS9SmFBc,,The Onion,Twitter,Satirical
"Report: Just 2 More Days And You Can Forget All Of This, Vanish Into ‘Red Dead Redemption 2’ https://t.co/LKv2kSNggU https://t.co/lGbpqRFMNW",,The Onion,Twitter,Satirical
Koch Brothers Furious Kavanaugh Never Disclosed That Nation Might Care About Sexual Abuse https://t.co/OYMj3SUonb https://t.co/2sMjKwLqPL,,The Onion,Twitter,Satirical
5G Phones Coming https://t.co/lNdkDMEKsv #WhatDoYouThink? https://t.co/ypdq9SfHuf,,The Onion,Twitter,Satirical
RT @TheOnion: Elon Musk Unveils New Clean Energy Luxury Car Pulled By 8 Tesla Employees https://t.co/mi9u7dhb6s https://t.co/YFAN5DouJ3,,The Onion,Twitter,Satirical
David Lynch Finally Releases Colorized Edition Of 'Eraserhead' https://t.co/N1dNcixLrL #OurAnnualYear2018 https://t.co/Kon3jggamc,,The Onion,Twitter,Satirical
Report: 15% Of Cars In Mall Parking Lots Occupied By Family Member Who Stormed Off After Fight… https://t.co/hNZwq1xWos,,The Onion,Twitter,Satirical
Trump Unveils Reelection Campaign Plan To Drive Bus Into Crowds Across Country https://t.co/PCB4qh4XAe https://t.co/5VlQU3oaiF,,The Onion,Twitter,Satirical
United States Sends Laos Bill For 80 Million Undetonated Bombs Still Left In Country From Vietnam War… https://t.co/JTb5kD7nlw,,The Onion,Twitter,Satirical
‘Roseanne’ Spinoff Showrunner Hopes Big Puddle Of Blood In Kitchen Enough To Explain Main Character’s Disappearance… https://t.co/LAWI23HK4x,,The Onion,Twitter,Satirical
"Your Horoscopes — Week Of October 30, 2018 https://t.co/tO3LYvlZWg https://t.co/UvyofIdugD",,The Onion,Twitter,Satirical
"Trump Cancels Military Parade, Citing Price https://t.co/C8TPwWP8zn #WhatDoYouThink? https://t.co/QNo81LMhFj",,The Onion,Twitter,Satirical
Asshole From Plane Greeted At Baggage Claim By Whole Family https://t.co/vrOPRX5fm5 https://t.co/4R5jnPyfOO,,The Onion,Twitter,Satirical
"For more world-renowned reportage, visit https://t.co/csf5QUbhed. https://t.co/5QWjl8F71Z",,The Onion,Twitter,Satirical
"RT @ClickHole: Heartwarming: When Their School Let Them Pick A New Mascot, These Students Chose A Classmate’s Recently Deceased Father http…",,The Onion,Twitter,Satirical
"RT @ClickHole: Disloyal Piece Of Shit: This Middle Schooler Casually Switched From Playing The Clarinet To The Alto Saxophone, So He’ll Alm…",,The Onion,Twitter,Satirical
"Lions, Zebras, Giraffes Run Off Cliff Shrieking En Masse As Shadow Of Melania Trump’s Jet Passes Over Savanna… https://t.co/wjQbCp09VN",,The Onion,Twitter,Satirical
15-Year-Old Nephew Asked If He Can Get Ecstasy https://t.co/xanKGnIXEF https://t.co/ikRvUhjjCI,,The Onion,Twitter,Satirical
Area Man Accepts Burden Of Being Only Person On Earth Who Understands How World Actually Works… https://t.co/t9ETQ12QJ1,,The Onion,Twitter,Satirical
Jefferson Starship Memorial Reopens On National Mall https://t.co/DGdT6S5beX https://t.co/V2RCFnN3xy,,The Onion,Twitter,Satirical
"RT @KartoonistKelly: Alas, the ""Run"" is on ...
Godspeed, Mr. Reynolds, and please greet Dom for us.
While you're at it, enjoy this Kelly Kl…",,The Onion,Twitter,Satirical
"Just look at this clip of Kirby in action. How a backwards, demeaning image like this made it into a game in 2018 i… https://t.co/CprkKBoLIg",,The Onion,Twitter,Satirical
RT @ClickHole: Huge Fucking Disaster: You Just Did Something Weird https://t.co/MheWM0UbWy https://t.co/DPhpEwaxyk,,The Onion,Twitter,Satirical
Canada Starts Legal Marijuana Sales https://t.co/oPPcdo1fzY #WhatDoYouThink? https://t.co/IjqBcGVSLI,,The Onion,Twitter,Satirical
RT @ClickHole: 7 Venmo Transactions Between Luke And Owen Wilson That Make It Seem Like They’ve Been Practicing Dentistry On Each Other htt…,,The Onion,Twitter,Satirical
"Coworker Who Already Breathes, Chews Loudly Thinking About Getting Into Arrhythmically Drumming On Desk… https://t.co/5JTtSlqSOo",,The Onion,Twitter,Satirical
New Study Finds Primitive Customers Capable Of Buying Tools From Hardware Store https://t.co/LdNJGwpRId https://t.co/sTRMwxsTDF,,The Onion,Twitter,Satirical
"‘Nothing Is More Attractive Than Confidence,’ Says Woman Who Has Apparently Never Seen Sonic The Hedgehog Cosplay… https://t.co/jJNNYKXJgK",,The Onion,Twitter,Satirical
"""Recognizing that you’re wrong means finding fault with yourself instead of others, which is every bit as awful as… https://t.co/oTymRIagJB",,The Onion,Twitter,Satirical
New Hobby To Tide Retired Man Over Until Death https://t.co/kNmAkBRfGs https://t.co/OQPNZsKFcW,,The Onion,Twitter,Satirical
5-Year-Old Announces Circle No Longer Her Favorite Shape https://t.co/nQfVLTHCei https://t.co/skT7YlWwT1,,The Onion,Twitter,Satirical
President Trump is apparently moving forward on his controversial proposal to create a space force as the sixth bra… https://t.co/8o1Xu1jWRP,,The Onion,Twitter,Satirical
Employee Executes Daring 3:30 P.M. Escape From Office https://t.co/8VmKD0w5kV https://t.co/0CTSQZYfL4,,The Onion,Twitter,Satirical
Study Finds Effectiveness Of Medical Treatment Skyrockets When Doctor Acts Like Condescending Dick… https://t.co/LHq7qo4hjU,,The Onion,Twitter,Satirical
Social Media Overtakes Newspapers As Source Of News https://t.co/KpLeeyL165 #WhatDoYouThink? https://t.co/xY4KQJUscZ,,The Onion,Twitter,Satirical
Tips For Donating Blood https://t.co/C5cEemnSWP,,The Onion,Twitter,Satirical
5-Year-Old Admits It Pretty Messed Up Spider-Man Visiting His Birthday Party When He Could Be Out Saving Lives… https://t.co/TEnyRyNxRW,,The Onion,Twitter,Satirical
Mueller Ready To Deliver Major Parts Of Findings After Midterms https://t.co/eNDaNsQBHM #WhatDoYouThink? https://t.co/0ISLLfHw4l,,The Onion,Twitter,Satirical
Report: Average American Worker Replaced Within 10 Minutes Of Taking Vacation https://t.co/yUq6LoI2To https://t.co/NiwJjC61Os,,The Onion,Twitter,Satirical
Makeshift Opinion Thrown Together From Viewpoint Currently Dominating Conversation https://t.co/oT6ve1f23K https://t.co/vXDcOvdDS6,,The Onion,Twitter,Satirical
National News Highlights https://t.co/LX8A0w8nlL,,The Onion,Twitter,Satirical
Fan Disappointed To Learn L. Ron Hubbard Scientologist https://t.co/k4tOZZtpmQ https://t.co/zOOuIlDpNL,,The Onion,Twitter,Satirical
Top Benefits Of Compact Cars https://t.co/CD3CoDUi3p,,The Onion,Twitter,Satirical
Today's Weather Report https://t.co/7gCa5MXRbE,,The Onion,Twitter,Satirical
Report: Saying ‘Smells Okay’ Precedes 85% Of Foodborne Illnesses Annually https://t.co/mjZBo9yJhk https://t.co/9ZhfXFK98A,,The Onion,Twitter,Satirical
Congress Wishes They Could Help Puerto Rico But It’s All The Way Over There https://t.co/pyGPMOhsyI https://t.co/vItHjjrJpA,,The Onion,Twitter,Satirical
5 Things To Know About Matt Whitaker https://t.co/YUoNxee0JT,,The Onion,Twitter,Satirical
Anxiety-Ridden Man Rightly Ashamed Of Every Single Thing He Does https://t.co/Qetm8TWbUu https://t.co/kxz50MRA1B,,The Onion,Twitter,Satirical
Puberty Absolutely Teeing Off On Area Teen https://t.co/dsvnAdezOI https://t.co/QWUyiycc5r,,The Onion,Twitter,Satirical
Toyota Recalls 1993 Camry Due To Fact That Owners Really Should Have Bought Something New By Now… https://t.co/XNCxQTip8n,,The Onion,Twitter,Satirical
"This Week's Editorial Cartoon: ""Category Snore"" https://t.co/UTsklEbDzY https://t.co/Grc5qbj7Xh",,The Onion,Twitter,Satirical
U.S. Citizens: ‘We Love When Thing Taste Like Other Thing’ https://t.co/Rkmp17jQp3 https://t.co/hXNHXJIlSb,,The Onion,Twitter,Satirical
Depressed Matt Lauer Up All Night Rewatching 8-Second Clip Of Career Highlights https://t.co/VnixX2xE7d https://t.co/PyakRkHL4a,,The Onion,Twitter,Satirical
FBI Opened Inquiry Into Whether Trump Working For Russians https://t.co/HHGT24E7tm #WhatDoYouThink? https://t.co/6l9oeci5TF,,The Onion,Twitter,Satirical
Netflix Executive Unsure How To Tell Barack Obama His Series Idea Just 'Fawlty Towers' https://t.co/gFK4nbrb9U… https://t.co/fAtsu4YnBx,,The Onion,Twitter,Satirical
"""My body is a temple and deserves to be draped in finery of a level only the Onion store can provide.""… https://t.co/jXCNMdM9EH",,The Onion,Twitter,Satirical
"This Week's Editorial Cartoon: ""Exorcise Your Right"" https://t.co/X6f3EucxSz https://t.co/wFlmKd5prW",,The Onion,Twitter,Satirical
Sexual Harassment May Have Lasting Health Effects On Women https://t.co/9iRlXoNSyj https://t.co/FdLNCaCWET,,The Onion,Twitter,Satirical
White House Counsel To Step Down In Fall https://t.co/eVLjozBsGt #WhatDoYouThink? https://t.co/kR1eLs0fgP,,The Onion,Twitter,Satirical
ICE Agents Feeling A Little Hurt That Trump Doesn’t Think They’re Doing Enough To Terrorize Hispanics… https://t.co/aNOzXQOTeW,,The Onion,Twitter,Satirical
"World’s Insect Leaders Attend G20,000,000,000 Summit https://t.co/eFd5jkLgIU https://t.co/OFzaXV4YgR",,The Onion,Twitter,Satirical
Therapists Recommend Treating People Like Shit If You’re Having A Bad Day https://t.co/C97pwVdUYv https://t.co/yic1nDqS2f,,The Onion,Twitter,Satirical
Brad Pitt's Foundation Sued For Building Shoddy Homes After Katrina https://t.co/u2VTebB17d #WhatDoYouThink? https://t.co/YRpAqNqAOS,,The Onion,Twitter,Satirical
Kanye West: 'I Would've Ridden Away From A Slave Plantation On A Motorcycle First Chance I Got'… https://t.co/jtvTkP9NhC,,The Onion,Twitter,Satirical
Trump Makes Light-Hearted Jokes With Dead Bodies Of Hurricane Victims During Visit To Carolinas… https://t.co/MZzczP5CGN,,The Onion,Twitter,Satirical
Washed-Up Toddler Can’t Point Out Things Like He Used To https://t.co/aBzIk5Vr1i https://t.co/vMcn61xkYD,,The Onion,Twitter,Satirical
Nation Suddenly Concerned About Black Man's Opinion https://t.co/atyBT9Q2v2 #OurAnnualYear2018 https://t.co/LOedAGVH13,,The Onion,Twitter,Satirical
Trump Has Raised Over $100 Million For Reelection Campaign https://t.co/PPTCX32NZE #WhatDoYouThink? https://t.co/cAzgnkQoCB,,The Onion,Twitter,Satirical
Little Karate Figures On Top Of Local Dojo’s Trophies All Cowering In Fear https://t.co/yZyzdjrlPp https://t.co/QXlNmlbLBe,,The Onion,Twitter,Satirical
Cryptic Long John Silver’s Campaign Just Says ‘You Are The Bait Now’ https://t.co/rVHEBvhyfS,,The Onion,Twitter,Satirical
45-Year-Old Loser Moves In With Parents https://t.co/GxbBQrJ9hO https://t.co/9daGBAcdW7,,The Onion,Twitter,Satirical
Kanye West Jumps On Massage Table To Deliver Speech About Relaxation https://t.co/VLaX5pQ17v https://t.co/HX7SIkcvhD,,The Onion,Twitter,Satirical
Woman A Leading Authority On What Shouldn’t Be In Poor People’s Grocery Carts https://t.co/5rhc81JS4T https://t.co/HxyepQfOF7,,The Onion,Twitter,Satirical
"For the latest from the world’s most unstoppable media juggernaut, visit https://t.co/csf5QUbhed. https://t.co/FiQ0yr2bVg",,The Onion,Twitter,Satirical
Today's Weather Report https://t.co/xm31BddvoS,,The Onion,Twitter,Satirical
Report: Girl Who Called You A Slut In High School Posting Passionate Status About Women's March… https://t.co/RVWHqfxxMe,,The Onion,Twitter,Satirical
"""We’re happy to equip these kids with real-world skills, such as how to repair cabinets, fixtures, and shelving uni… https://t.co/pQqSKpjq9v",,The Onion,Twitter,Satirical
Pros And Cons Of Pet Insurance https://t.co/D4AQeXezec https://t.co/8Yze7lUuEq,,The Onion,Twitter,Satirical
"Poll: Majority Of Voters Not Looking For Serious, Long-Term Candidate Right Now https://t.co/12JYUTsSdU https://t.co/mz6I3t22iV",,The Onion,Twitter,Satirical
"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens https://t.co/tmeHQZTflI https://t.co/yMayE9fq3d",,The Onion,Twitter,Satirical
"‘The Convergence Is At Hand,’ Announces Sears CEO As Employees Report To Company Headquarters In White Gowns… https://t.co/i6VxyytA2F",,The Onion,Twitter,Satirical
Everyone In Dream Smells Smoke https://t.co/YgxIPFojRK https://t.co/ciPd9svhML,,The Onion,Twitter,Satirical
Shohei Ohtani Regrets Not Researching Which Teams Were Good Before Signing With Angels https://t.co/0TjCDQqXIQ https://t.co/Hy1PpIO2qz,,The Onion,Twitter,Satirical
Pope Starting To Suspect Bishops Getting Huge Erections During Meeting On Child Sexual Abuse Might Be Pedophiles… https://t.co/Ijf22chkgu,,The Onion,Twitter,Satirical
"Sessions Argues Justice Department Will Not Be Swayed By Political Considerations Outside Private Prison Lobbyists,… https://t.co/WuSx1zsZ69",,The Onion,Twitter,Satirical
Wave Of Dread Makes Rare Daytime Appearance https://t.co/c9CKL83edh https://t.co/yd9aaa2JTy,,The Onion,Twitter,Satirical
Bedtime Story From Fucking Bible Again https://t.co/rtvjWlcLc2 https://t.co/4vgA8R24IS,,The Onion,Twitter,Satirical
Chuck Schumer Insists Democrats Won’t Budge On Wall https://t.co/8PxOXgOwnh #WhatDoYouThink? https://t.co/by6PTGwaIE,,The Onion,Twitter,Satirical
New ‘Doctors Without Licenses’ Program Provides Incompetent Medical Care To Refugees https://t.co/J7zoFd6JYM https://t.co/LcHOYrpCIO,,The Onion,Twitter,Satirical
"RT @ClickHole: 7 Nihilistic Quotes That Only Brilliant, Misunderstood Young Males On The Internet Will Appreciate https://t.co/k3KT2BXls1 h…",,The Onion,Twitter,Satirical
Secretary Of Labor Assures Nation There Still Plenty Of Jobs For Americans Willing To Outwork Robots… https://t.co/M85jQcImpz,,The Onion,Twitter,Satirical
Area Man Always Carbo-Loading Just In Case https://t.co/YecRLYbk4H https://t.co/cM16kbgAFy,,The Onion,Twitter,Satirical
MTA Official Too Nervous To Tell Commuters Waiting For Train That Service Shut Down Permanently An Hour Ago… https://t.co/orLXhXxAyE,,The Onion,Twitter,Satirical
Man Finally Able To Forgive Self For Terrible Mistake He Made 2 Seconds Ago https://t.co/z0EKpkeCu3 https://t.co/UASXYeEPXg,,The Onion,Twitter,Satirical
Town Nervously Welcomes Veteran Back Home https://t.co/1XhqHIqIe9 https://t.co/VC6RBaeVo6,,The Onion,Twitter,Satirical
"RT @ClickHole: ClickHole Is Experimenting With Non-Viral Content That Nobody Wants To Click On, So Here Are Some Pictures Of Unremarkable C…",,The Onion,Twitter,Satirical
"""Let us never forget how WWE continues to affect all of us, and how these brave men dedicated their lives to wrestl… https://t.co/MFRUfpqsbV",,The Onion,Twitter,Satirical
"RT @ClickHole: If Any Autistic Kids Are Tryna Go To Prom With Me, I’d Be More Than Happy To Do That Shit (By @LoganPaul) https://t.co/JGNeI…",,The Onion,Twitter,Satirical
Company More Like Family Whose Members Are Desperate To Join Better Family https://t.co/4SvyGYJbni https://t.co/pl7EcCSNmS,,The Onion,Twitter,Satirical
"There are 36 governor seats up for election in the 2018 midterms, as Democrats seek to make up ground against the R… https://t.co/6tCshrb9gZ",,The Onion,Twitter,Satirical
Pop Culture Expert Surprisingly Not Ashamed Of Self https://t.co/vODhz7ocka https://t.co/aiPVU9YYzI,,The Onion,Twitter,Satirical
Mother Comes Pretty Close To Using Word ‘Streaming’ Correctly https://t.co/AikpUjf2Ch https://t.co/feOKGL8GsH,,The Onion,Twitter,Satirical
National News Highlights https://t.co/B92qQQuHmD,,The Onion,Twitter,Satirical
