,source_id,source_name,label,author,title,description,url,published_at,content
10,bbc-news,BBC News,Reliable,,'You're facing a different animal this time' - Whyte warns Chisora,"Dillian Whyte warns Dereck Chisora he has improved since their thrilling fight of 2016, as the pair prepare for Saturday's rematch.",https://www.bbc.co.uk/sport/boxing/46637612,2018-12-20T14:57:21Z,"Whyte (left) says he has improved in the two years since he first faced Chisora
Dillian Whyte has warned Dereck Chisora he will face a ""different animal"" on Saturday when they meet in a rematch two years on from a brutal encounter.
Whyte, 30, landed a narro… [+2445 chars]"
11,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,2018 Quiz Of The Year Part 2,How well do you remember the news of the last 12 months?,https://www.bbc.co.uk/news/stories-46555515,2018-12-22T00:38:43Z,"How well do you remember the stories and people in the news this year?
Test your memory of 2018 in our four-part Christmas quiz - 52 questions for 52 weeks of the year. 
If you cannot see the quiz, click here. 
Picture credits - Getty Images, BBC, Alamy
2… [+105 chars]"
12,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,In pictures: Vatican sand nativity scene,Images of a nativity scene made of sand on display at the Vatican.,https://www.bbc.co.uk/news/world-europe-46591761,2018-12-17T11:15:53Z,"A nativity scene made entirely of sand is on display at the Vatican. Image copyright AFP Image caption This nativity scene, made out of 720 tonnes of sand, is 5.5m high (18ft) and 16m wide Image copyright EPA Image caption The sand, offered by the town of Jes… [+696 chars]"
13,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,The Christmas present that could tear your family apart,"Millions of people are giving DNA testing kits as presents, but sometimes finding out more than they bargained for.",https://www.bbc.co.uk/news/stories-46600325,2018-12-20T00:10:02Z,"Image copyrightGetty Images
This Christmas it's likely that more people than ever before will spit into a tube, or swab some cheek cells and send the result off for DNA analysis. Millions in the US have already done it, and the craze is spreading. But what h… [+18162 chars]"
14,bbc-news,BBC News,Reliable,BBC News,Can US entrepreneurs solve a 'crisis' in African schools?,A controversial business funded by Silicon Valley is launching high-tech schools across Africa.,https://www.bbc.co.uk/news/av/stories-46610125/can-us-entrepreneurs-solve-a-crisis-in-african-schools,2018-12-20T00:14:25Z,
15,bbc-news,BBC News,Reliable,,The Premier League title race and Women's World Cup - what to look forward to in 2019,What do we have to look forward to in football in 2019? BBC Sport's chief football writer Phil McNulty has a look.,https://www.bbc.co.uk/sport/football/46648194,2018-12-25T10:08:40Z,"As 2018 comes to an end, everyone will reflect on an eventful year during which England won a World Cup penalty shootout, Liverpool lost one of the most incident-packed Champions League finals ever, and Manchester City won the title in record-breaking style.… [+8519 chars]"
16,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Finding God in the anguish of violence,"As violence intensifies in Indian-administered Kashmir, people flock to its fabled Sufi shrines.",https://www.bbc.co.uk/news/world-asia-india-46535025,2018-12-26T00:13:20Z,"Image copyrightAzan Shah
As violence has intensified in Indian-administered Kashmir, people have been flocking to the region's fabled Sufi shrines in search of solace. Sameer Yasir speaks to photographer Azan Shah, who has been documenting the anguish of the… [+4535 chars]"
17,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Letter from Africa: Africa's history makers in 2018,"Ethiopia's Prime Minister Abiy has made 2018 a year to remember, writes journalist Elizabeth Ohene.",https://www.bbc.co.uk/news/world-africa-46613500,2018-12-26T00:19:34Z,"Image copyrightWalta TVImage caption
 Ethiopia's Prime Minister Abiy Ahmed got soldiers who had threatened him to do press-ups
In our series of letters from African writers, Ghanaian journalist Elizabeth Ohene looks back at some of the big events on the con… [+8088 chars]"
18,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Thailand approves medicinal cannabis,"A lawmaker behind the bill says it has been fast-tracked as a ""New Year's gift to the people"".",https://www.bbc.co.uk/news/world-asia-46679098,2018-12-25T14:01:56Z,"Image copyrightReutersImage caption
 Campaigners had held protests demanding medicinal cannabis be allowed
Thailand's parliament has voted to approve cannabis for medical use, with a key lawmaker calling it a ""New Year's gift"" to the Thai people. 
Recreati… [+2641 chars]"
19,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,White House backs down on US government shutdown threat,The White House says it has found other sources for the $5bn it wants to start the Mexico border wall.,https://www.bbc.co.uk/news/world-us-canada-46609626,2018-12-18T17:02:28Z,Image copyright AFP US President Donald Trump is backing down on his threat to shut down the government after Democrats refused to grant him the funding to build the wall he wants on the border with Mexico. The White House has identified other funding sources… [+851 chars]
20,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Quiz of the Week: Which gallery is hanging stolen art?,It's the weekly news quiz - have you been paying attention to what's been going on in the world during the past seven days?,https://www.bbc.co.uk/news/stories-46720377,2019-01-04T00:06:36Z,"It's the weekly news quiz - have you been paying attention to what's been going on in the world during the past seven days? 
If you cannot see the quiz, click here. 
2018 Quiz of the Year 1: Jan - Mar
2018 Quiz of the Year 2: Apr - Jun
2018 Quiz of the Ye… [+160 chars]"
21,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,US and China to hold trade talks in Beijing next week,The meeting will be closely watched for progress in resolving the bruising US-China trade war.,https://www.bbc.co.uk/news/business-46755099,2019-01-04T04:46:28Z,"Image copyrightGetty Images
A US delegation will visit China next week for talks aimed at defusing the trade war between the world's two largest economies. 
The closely watched meeting follows a dismal week for US markets, with losses fuelled partly by trad… [+1272 chars]"
22,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Mali villagers killed in armed raid in Mopti region,Traditional hunters are believed to be behind the deaths of 37 members of a rival ethnic group.,https://www.bbc.co.uk/news/world-africa-46732703,2019-01-01T22:39:09Z,"Image copyrightGetty ImagesImage caption
 The Fulani are semi-nomadic herders
Armed men believed to be traditional hunters have killed at least 37 people in an attack on a village in central Mali, the country's government says.
Many homes were burned in Ko… [+930 chars]"
23,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Recycling: Where is the plastic waste mountain?,"A year ago China imposed a ban on waste imports, so what's happened to the UK's plastic?",https://www.bbc.co.uk/news/science-environment-46566795,2019-01-01T00:49:30Z,"Image copyrightGetty ImagesImage caption
 A woman collecting plastic at a waste dump in Indonesia - in the year to October, the country received 63,000 tonnes of UK plastic
A year ago, experts warned that the UK could face a mountain of waste plastic as Chi… [+8989 chars]"
24,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Van ploughs into Tokyo pedestrians headed for New Year's prayers,"The street, sealed off to traffic, was packed with people heading to a shrine for New Year's prayers.",https://www.bbc.co.uk/news/world-asia-46726401,2019-01-01T03:17:39Z,"Image copyrightReuters
A small van has ploughed into pedestrians celebrating the New Year on one of Tokyo's most famous streets.
Eight people were injured, one seriously, by the attacker who struck in the Harajuku fashion district shortly after midnight.
T… [+648 chars]"
25,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Jair Bolsonaro: Brazil's far-right leader to take office,Ex-army captain Jair Bolsonaro is a divisive figure who won on a promise of driving down crime.,https://www.bbc.co.uk/news/world-latin-america-46720899,2019-01-01T05:17:51Z,"Image copyrightAFPImage caption
 Jair Bolsonaro will govern Brazil for the next four years
A far-right former army captain will be sworn in as Brazil's new president later on Tuesday.
Jair Bolsonaro, 63, won the presidential election by a wide margin again… [+5560 chars]"
26,bbc-news,BBC News,Reliable,,British number one Edmund stunned by qualifier in Brisbane,Britain's number one Kyle Edmund loses to Japanese qualifier Yasutaka Uchiyama at the Brisbane International.,https://www.bbc.co.uk/sport/tennis/46734233,2019-01-02T07:01:19Z,"Edmund had tonsil surgery in the off-season
British number one Kyle Edmund suffered a shock defeat by Japan's world number 185 Yasutaka Uchiyama in the second round of the Brisbane International.
Edmund, the world number 14 and third seed, lost 7-6 (8-6) 6-… [+524 chars]"
27,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Philippines deadly storm and landslides kill more than 60,An official says people did not take precautions as the storm was not classed as a typhoon.,https://www.bbc.co.uk/news/world-asia-46720027,2018-12-31T08:07:15Z,"Image copyrightAFP/GettyImage caption
 The storm is the second deadliest to hit the Philippines in 2018
More than 60 people have died after a powerful storm struck the Philippines, with locals reportedly taken by surprise by its strength.
Storm Usman hit t… [+1239 chars]"
28,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Colombia Farc: 85 ex-rebels killed since peace deal,The UN urges Colombia to do more to protect former Farc rebels after 85 were killed in two years.,https://www.bbc.co.uk/news/world-latin-america-46726118,2019-01-01T02:06:02Z,"Image copyrightRAUL ARBOLEDA/AFP/GettyImage caption
 UN chief Antonio Guterres (L) met former Farc members in Colombia in 2018
The United Nations says 85 former Farc rebels have been killed in Colombia since the group signed a peace accord with the governme… [+2283 chars]"
29,bbc-news,BBC News,Reliable,BBC News,"How Iran made ice cream 2,000 years ago","Iran claims to be the birthplace of ice cream but how could it be made 2,000 years ago?",https://www.bbc.co.uk/news/av/world-middle-east-46569344/how-iran-made-ice-cream-2000-years-ago,2019-01-02T11:38:37Z,
30,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,White House backs down on US government shutdown threat,The White House says it has found other sources for the $5bn it wants to start the Mexico border wall.,https://www.bbc.co.uk/news/world-us-canada-46609626,2018-12-18T17:02:28Z,Image copyright AFP US President Donald Trump is backing down on his threat to shut down the government after Democrats refused to grant him the funding to build the wall he wants on the border with Mexico. The White House has identified other funding sources… [+851 chars]
31,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Mary Poppins Returns cast defend 'forgettable' songs,Lin-Manuel Miranda and Emily Mortimer insist the film's songs *will* stay in your head.,https://www.bbc.co.uk/news/entertainment-arts-46555374,2018-12-19T00:39:19Z,"Image copyrightEPAImage caption
 Left-right: Cast members Lin-Manuel Miranda, Emily Mortimer, Emily Blunt and Colin Firth
There's only one rule laid down to journalists at the press launch of Mary Poppins Returns.
""Don't ask any of the cast to spell Superc… [+6663 chars]"
32,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Fans' delight at Macaulay Home Alone again (but only in an advert),The former child star recreates some of the 1990 film's most famous scenes for an advert.,https://www.bbc.co.uk/news/entertainment-arts-46634337,2018-12-20T14:54:13Z,"Image copyrightReutersImage caption
 Macaulay Culkin will always be associated with the film he starred in 28 years ago
Many, many movie fans will be settling down for their annual festive viewing of Home Alone this Christmas.
Now they have an extra early … [+1327 chars]"
33,bbc-news,BBC News,Reliable,,'You're facing a different animal this time' - Whyte warns Chisora,"Dillian Whyte warns Dereck Chisora he has improved since their thrilling fight of 2016, as the pair prepare for Saturday's rematch.",https://www.bbc.co.uk/sport/boxing/46637612,2018-12-20T14:57:21Z,"Whyte (left) says he has improved in the two years since he first faced Chisora
Dillian Whyte has warned Dereck Chisora he will face a ""different animal"" on Saturday when they meet in a rematch two years on from a brutal encounter.
Whyte, 30, landed a narro… [+2445 chars]"
34,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,US stock markets rally after pre-Christmas slump,The Dow Jones is up by nearly 5% and the technology-focused Nasdaq rises by nearly 6%.,https://www.bbc.co.uk/news/business-46690452,2018-12-26T23:08:19Z,"Image copyrightReuters
Stock markets in the US have seen significant rises, with the Dow Jones up by nearly 5% and the technology-focused Nasdaq rising by nearly 6%.
It contrasts strongly with the run-up to Christmas when stocks suffered their worst weekly … [+1070 chars]"
35,bbc-news,BBC News,Reliable,,Whyte knocks out Chisora in all-British heavyweight clash,British heavyweight Dillian Whyte keeps alive hopes of a meeting with Anthony Joshua by knocking out Dereck Chisora,https://www.bbc.co.uk/sport/boxing/46662371,2018-12-22T23:44:32Z,"British heavyweight Dillian Whyte kept alive hopes of a meeting with world champion Anthony Joshua with an 11th-round knock down of Dereck Chisora.
In an intense rematch, Chisora brought constant pressure and was up on two of the three cards when he was stop… [+958 chars]"
36,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Frenchman sets off to cross Atlantic in a barrel,Jean Jacques Savin hopes ocean currents alone will propel him from the Canaries to the Caribbean.,https://www.bbc.co.uk/news/world-europe-46690647,2018-12-27T01:05:43Z,"Image copyrightAFPImage caption
 Jean-Jacques Savin spent months constructing the barrel in a shipyard in south-west France
A Frenchman has set off to cross the Atlantic Ocean in a barrel-shaped orange capsule, using ocean currents alone to propel him.
Jea… [+1500 chars]"
37,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,"North Korea defector hack: Personal data of almost 1,000 leaked",A personal computer at a resettlement centre in South Korea was found to have been infected.,https://www.bbc.co.uk/news/world-asia-46698646,2018-12-28T07:32:45Z,"Image copyrightiStockImage caption
 Their names, birth dates and addresses have all been leaked
Almost 1,000 North Korean defectors have had their personal data leaked after a computer at a South Korean resettlement centre was hacked, the unification minist… [+2085 chars]"
38,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,The best science long reads of 2018 (part two),"From the search for life in the Universe to fighting fires in Antarctica, here's a festive selection of the best science long reads from 2018.",https://www.bbc.co.uk/news/science-environment-45499205,2018-12-28T00:31:36Z,"From the search for life in the Universe to fighting fires in Antarctica, here's a festive selection of the best science and environment long reads published on the BBC this year. 
When flying to Mars is your day job By Mary Halton
Image copyrightFarah Alib… [+3836 chars]"
39,bbc-news,BBC News,Reliable,BBC News,Why do we celebrate New Year on 1 January?,Why does the year begin in January?,https://www.bbc.co.uk/news/av/uk-england-46646730/why-do-we-celebrate-new-year-on-1-january,2018-12-30T00:30:20Z,
40,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Remembering the entertainment and arts figures we lost in 2018,"Remembering some of the figures from music, film, TV, radio and literature who died in 2018.",https://www.bbc.co.uk/news/entertainment-arts-46311192,2018-12-31T01:03:36Z,"Image copyrightBBC/Getty Images/PAImage caption
 Clockwise from top left: Barry Chuckle, Ken Dodd, Aretha Franklin, Dale Winton, Burt Reynolds and Dolores O'Riordan
As the year draws to a close, it is time to remember the figures from the worlds of arts and… [+7625 chars]"
41,bbc-news,BBC News,Reliable,,Bournemouth and Watford in remarkable six-goal thriller,Bournemouth and Watford take a point each from an exhilarating contest that sees six goals scored in an extraordinary first half.,https://www.bbc.co.uk/sport/football/46682778,2019-01-02T22:05:54Z,"Ryan Fraser's goal rounded off a five-goal spell in 13 minutes during the first half
Bournemouth and Watford took a point each from an exhilarating contest that saw all six goals - including five in an astonishing 13-minute spell - scored in an extraordinary… [+1265 chars]"
42,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,North Korea ambassador to Italy 'in hiding' says South,South Korea's spy agency confirms to officials that the top diplomat is in hiding with his wife.,https://www.bbc.co.uk/news/world-asia-46744459,2019-01-03T08:28:26Z,"South Korea's spy agency has told officials that North Korea's ambassador to Italy has gone into hiding.
The announcement comes amid reports that Pyongyang's top diplomat in Italy had sought asylum from an unidentified Western country.
Jo Song-gil, the acti… [+618 chars]"
43,bbc-news,BBC News,Reliable,,Pujara scores century as India dominate Australia,Cheteshwar Pujara scores his third century in four matches as India take control on day one of the fourth and final Test against Australia.,https://www.bbc.co.uk/sport/cricket/46745405,2019-01-03T08:20:49Z,"Pujara has 458 runs in the series
Fourth Test, Sydney Cricket Ground (day one)
India 303-4 Pujara 130*, Agarwal 77, Hazlewood 2-51
Scorecard
Cheteshwar Pujara scored his third century of the series as India took control on day one of the fourth and final … [+938 chars]"
44,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Abby Sunderland: Yacht abandoned in 2010 record attempt found,It was crippled in the Indian Ocean in 2010 during a record attempt by 16-year-old Abby Sunderland.,https://www.bbc.co.uk/news/world-australia-46743642,2019-01-03T04:09:27Z,"Image copyrightSA PoliceImage caption
 The 40-foot vessel Wild Eyes was found upturned and covered in barnacles
Almost nine years after being abandoned in the Indian Ocean, a yacht belonging to a teenage round-the-world sailor has turned up off southern Aus… [+1774 chars]"
45,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Angela Merkel: Germany to take on greater global responsibility,"Germany will assume greater international responsibility, Angela Merkel says in her New Year address.",https://www.bbc.co.uk/news/world-europe-46718808,2018-12-31T05:59:59Z,"Image copyrightGetty ImagesImage caption
 Ms Merkel did not mention Mr Trump by name but alluded to strained US-German relations
In 2019 Germany will assume greater international responsibility and must stand up for its convictions, Angela Merkel has vowed … [+1577 chars]"
46,bbc-news,BBC News,Reliable,BBC News,Can US entrepreneurs solve a 'crisis' in African schools?,A controversial business funded by Silicon Valley is launching high-tech schools across Africa.,https://www.bbc.co.uk/news/av/stories-46610125/can-us-entrepreneurs-solve-a-crisis-in-african-schools,2018-12-20T00:14:25Z,
47,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,The Christmas present that could tear your family apart,"Millions of people are giving DNA testing kits as presents, but sometimes finding out more than they bargained for.",https://www.bbc.co.uk/news/stories-46600325,2018-12-20T00:10:02Z,"Image copyrightGetty Images
This Christmas it's likely that more people than ever before will spit into a tube, or swab some cheek cells and send the result off for DNA analysis. Millions in the US have already done it, and the craze is spreading. But what h… [+18162 chars]"
48,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Syria war: Pro-government forces 'enter Manbij' amid Turkey threats,The government responds to a call for help from Kurdish forces trying to repel a Turkish offensive.,https://www.bbc.co.uk/news/world-middle-east-46701095,2018-12-28T12:17:31Z,"Image copyrightGetty ImagesImage caption
 Turkey has previously threatened to attack US-allied Kurdish forces in Manbij
Syrian pro-government forces have entered the key northern city of Manbij for the first time in six years, an army spokesman has said.
T… [+2865 chars]"
49,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Putin's Russia: Icy Siberia reveals cracks in society,"Irkutsk, five time zones from Moscow, feels cut off from Russia's decision-makers.",https://www.bbc.co.uk/news/world-europe-46617186,2018-12-29T00:08:54Z,"Image caption
 Behind Irkutsk's winter beauty lies widespread poverty overlooked in Russia's capital
It takes hours for the morning steam to lift from the river in Irkutsk and for the temperature to creep up from around -20C.
This sprawling Siberian city f… [+8007 chars]"
50,bbc-news,BBC News,Reliable,BBC News,Bitcoin Babushkas: Cryptocurrency mining in Siberia,"Cryptocurrency mining is a growing industry in eastern Russia, the BBC's Sarah Rainsford discovers.",https://www.bbc.co.uk/news/av/world-europe-46634596/bitcoin-babushkas-cryptocurrency-mining-in-siberia,2018-12-29T00:26:14Z,
51,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Islamic State-linked militants 'seize Nigeria's Baga town',"Civilians and soldiers have fled since Islamist fighters hoisted their flag in Baga, residents say.",https://www.bbc.co.uk/news/world-africa-46705837,2018-12-28T19:13:38Z,"Image copyrightAFPImage caption
 Nigeria's military has been battling militant Islamists since 2009
Militants linked to the Islamic State (IS) group have hoisted their flag in a Nigerian town after seizing control of it, three residents have told the BBC.
… [+2929 chars]"
52,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,California police killing suspect held,A suspected illegal immigrant is arrested after a shooting that was commented on by President Trump.,https://www.bbc.co.uk/news/world-us-canada-46705751,2018-12-28T21:25:12Z,"Image copyrightReutersImage caption
 Police have arrested Gustavo Perez Arriaga and two others
A suspected illegal immigrant suspected of shooting dead a California police officer has been arrested following a large-scale manhunt lasting two days.
Gustavo … [+1496 chars]"
53,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Boy rescued after 40 minutes buried under avalanche,"The child was found by a police sniffer dog in a ""miracle"" rescue along the French Alps.",https://www.bbc.co.uk/news/world-us-canada-46692236,2018-12-27T09:05:02Z,"Image copyrightGetty Images
A 12-year-old boy has been found alive after being buried under an avalanche in the French Alps for 40 minutes.
The child, who has not been named, was skiing with his family in La Plagne and was hit by the avalanche after leaving… [+348 chars]"
54,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Tourist bus hit by blast at Egypt pyramids,"Casualties as a tourist bus is hit by an explosion near the Cairo pyramids, Egyptian officials and media say.",https://www.bbc.co.uk/news/world-middle-east-46702301,2018-12-28T17:51:16Z,"Casualties as tourist bus hit by blast near Cairo pyramids, Egyptian officials and media say
This breaking news story is being updated and more details will be published shortly. Please refresh the page for the fullest version.
You can receive Breaking News… [+117 chars]"
55,bbc-news,BBC News,Reliable,,PDC World Darts Championship: Michael Smith beats Nathan Aspinall to reach final,Michael Smith had to survive a Nathan Aspinall comeback to claim a 6-3 victory and book a spot in the PDC World Championship final.,https://www.bbc.co.uk/sport/darts/46718151,2018-12-30T20:52:22Z,"Smith was the World Youth Champion in 2013
Michael Smith book his place in the PDC World Championship final after a battling 6-3 victory over Nathan Aspinall at Alexandra Palace.
Tenth seed Smith stormed into a 2-0 lead but Aspinall gathered himself to leve… [+1199 chars]"
56,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,DoubleTree Portland hotel fires staff who evicted black guest,Police escorted Jermaine Massey out of the DoubleTree Portland after he called his mum in the lobby.,https://www.bbc.co.uk/news/world-us-canada-46718133,2018-12-30T20:20:33Z,"Image copyrightGoogleImage caption
 The Oregon hotel later said it has ""zero tolerance for racism""
The DoubleTree Portland hotel has fired two staff members, after they were caught on video evicting an African-American guest who was using his phone in the l… [+2163 chars]"
57,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,South Africa's Chicken Licken colonialism of Europe advert banned,The advertising authority says a commercial showing an African conquering Europe is offensive.,https://www.bbc.co.uk/news/world-africa-46604346,2018-12-18T12:50:19Z,Image copyright Chicken Licken Image caption The advertisement turns colonialism on its head A fast-food outlet in South Africa has been ordered to withdraw a commercial showing an African explorer conquering Europe in the 17th Century. The advertising board … [+1822 chars]
58,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Gatwick airport: How countries counter the drone threat,There are different ways of tackling the threat of rogue devices - from bazookas to trained eagles.,https://www.bbc.co.uk/news/technology-46639099,2018-12-20T18:30:47Z,"Image copyrightPAImage caption
 London's Gatwick Airport was forced to close after drones were spotted over the airfield
Rogue drones ""deliberately"" flown over one of the UK's busiest airports have caused travel chaos for tens of thousands of passengers - b… [+4728 chars]"
59,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Guide dogs: Where do they really come from?,Guide dogs are like politicians or Santa Claus: it's a bit hard to imagine them as babies.,https://www.bbc.co.uk/news/uk-46595733,2018-12-24T00:03:37Z,"Guide dogs are like politicians or Santa Claus: it's a bit hard to imagine them as babies. 
But while I've never had a playpen of MPs crawling around my living room (promise), I can't say the same about guide dog puppies. 
This is the story of where guide d… [+9498 chars]"
60,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,2018 Quiz Of The Year Part 2,How well do you remember the news of the last 12 months?,https://www.bbc.co.uk/news/stories-46555515,2018-12-22T00:38:43Z,"How well do you remember the stories and people in the news this year?
Test your memory of 2018 in our four-part Christmas quiz - 52 questions for 52 weeks of the year. 
If you cannot see the quiz, click here. 
Picture credits - Getty Images, BBC, Alamy
2… [+105 chars]"
61,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,China's population 'to peak' in 2029 at 1.44 billion,"A government report says this point will be reached in 2029 before an ""unstoppable"" decline.",https://www.bbc.co.uk/news/world-asia-china-46772503,2019-01-05T23:35:41Z,"Image copyrightGetty ImagesImage caption
 China relaxed its one-child policy in 2015 to combat an ageing population
China's population will peak in 2029 at 1.44 billion before beginning a period of ""unstoppable"" decline, a government report says. 
The Chin… [+1211 chars]"
